2025-09-24 21:49:33 | INFO | Starting Producer to run continuously.
2025-09-24 21:50:10 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:50:15 | INFO | {'message': 'I just saw a story! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-24 21:50:15', 'category': 'other', 'sentiment': 0.91, 'keyword_mentioned': 'other', 'message_length': 33, 'department_ID': 'D4_HR', 'job_classification': 'Level 1'}
2025-09-24 21:50:15 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:50:21 | INFO | {'message': 'I just tried JavaScript! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-24 21:50:21', 'category': 'tech', 'sentiment': 0.33, 'keyword_mentioned': 'JavaScript', 'message_length': 39, 'department_ID': 'D6_Logistics', 'job_classification': 'lead'}
2025-09-24 21:50:21 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:50:26 | INFO | {'message': 'I just tried travel! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-24 21:50:26', 'category': 'travel', 'sentiment': 0.71, 'keyword_mentioned': 'travel', 'message_length': 35, 'department_ID': 'D2_Mfg', 'job_classification': 'Level 2'}
2025-09-24 21:50:26 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:50:31 | INFO | {'message': 'I just saw Python! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-24 21:50:31', 'category': 'tech', 'sentiment': 0.77, 'keyword_mentioned': 'Python', 'message_length': 35, 'department_ID': 'D4_HR', 'job_classification': 'lead'}
2025-09-24 21:50:31 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:50:36 | INFO | {'message': 'I just saw recipe! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 21:50:36', 'category': 'food', 'sentiment': 0.73, 'keyword_mentioned': 'recipe', 'message_length': 32, 'department_ID': 'D6_Logistics', 'job_classification': 'Level 1'}
2025-09-24 21:50:36 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:50:41 | INFO | {'message': 'I just tried an app! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-24 21:50:41', 'category': 'other', 'sentiment': 0.19, 'keyword_mentioned': 'other', 'message_length': 35, 'department_ID': 'D5_Operations', 'job_classification': 'lead'}
2025-09-24 21:50:41 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:50:46 | INFO | {'message': 'I just found travel! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-24 21:50:46', 'category': 'travel', 'sentiment': 0.9, 'keyword_mentioned': 'travel', 'message_length': 36, 'department_ID': 'D2_Mfg', 'job_classification': 'Level 2'}
2025-09-24 21:50:46 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:50:51 | INFO | {'message': 'I just tried Python! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-24 21:50:51', 'category': 'tech', 'sentiment': 0.0, 'keyword_mentioned': 'Python', 'message_length': 34, 'department_ID': 'D3_Legal', 'job_classification': 'Level 1'}
2025-09-24 21:50:51 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:50:56 | INFO | {'message': 'I just found a trick! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 21:50:56', 'category': 'other', 'sentiment': 0.18, 'keyword_mentioned': 'other', 'message_length': 38, 'department_ID': 'D3_Legal', 'job_classification': 'Hourly'}
2025-09-24 21:50:56 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:51:01 | INFO | {'message': 'I just found travel! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 21:51:01', 'category': 'travel', 'sentiment': 0.74, 'keyword_mentioned': 'travel', 'message_length': 37, 'department_ID': 'D2_Mfg', 'job_classification': 'associate'}
2025-09-24 21:51:01 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:51:06 | INFO | {'message': 'I just found a meme! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-24 21:51:06', 'category': 'humor', 'sentiment': 0.9, 'keyword_mentioned': 'meme', 'message_length': 36, 'department_ID': 'D5_Operations', 'job_classification': 'Hourly'}
2025-09-24 21:51:06 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:51:11 | INFO | {'message': 'I just tried a movie! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-24 21:51:11', 'category': 'entertainment', 'sentiment': 0.89, 'keyword_mentioned': 'movie', 'message_length': 35, 'department_ID': 'D4_HR', 'job_classification': 'associate'}
2025-09-24 21:51:11 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:51:16 | INFO | {'message': 'I just found a trick! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-24 21:51:16', 'category': 'other', 'sentiment': 0.07, 'keyword_mentioned': 'other', 'message_length': 38, 'department_ID': 'D5_Operations', 'job_classification': 'senior'}
2025-09-24 21:51:16 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:51:21 | INFO | {'message': 'I just found a trick! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 21:51:21', 'category': 'other', 'sentiment': 0.93, 'keyword_mentioned': 'other', 'message_length': 38, 'department_ID': 'D5_Operations', 'job_classification': 'Level 1'}
2025-09-24 21:51:21 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:51:26 | INFO | {'message': 'I just shared Python! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-24 21:51:26', 'category': 'tech', 'sentiment': 0.7, 'keyword_mentioned': 'Python', 'message_length': 36, 'department_ID': 'D3_Legal', 'job_classification': 'lead'}
2025-09-24 21:51:26 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:51:31 | INFO | {'message': 'I just loved a movie! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-24 21:51:31', 'category': 'entertainment', 'sentiment': 0.58, 'keyword_mentioned': 'movie', 'message_length': 36, 'department_ID': 'D3_Legal', 'job_classification': 'Hourly'}
2025-09-24 21:51:31 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:51:36 | INFO | {'message': 'I just loved JavaScript! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-24 21:51:36', 'category': 'tech', 'sentiment': 0.65, 'keyword_mentioned': 'JavaScript', 'message_length': 39, 'department_ID': 'D4_HR', 'job_classification': 'Level 2'}
2025-09-24 21:51:36 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:51:41 | INFO | {'message': 'I just loved JavaScript! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-24 21:51:41', 'category': 'tech', 'sentiment': 0.37, 'keyword_mentioned': 'JavaScript', 'message_length': 39, 'department_ID': 'D3_Legal', 'job_classification': 'lead'}
2025-09-24 21:51:41 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:51:46 | INFO | {'message': 'I just shared a trick! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-24 21:51:46', 'category': 'other', 'sentiment': 0.61, 'keyword_mentioned': 'other', 'message_length': 39, 'department_ID': 'D4_HR', 'job_classification': 'Level 2'}
2025-09-24 21:51:46 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:51:51 | INFO | {'message': 'I just found Python! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 21:51:51', 'category': 'tech', 'sentiment': 0.15, 'keyword_mentioned': 'Python', 'message_length': 34, 'department_ID': 'D4_HR', 'job_classification': 'Level 2'}
2025-09-24 21:51:51 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:51:56 | INFO | {'message': 'I just tried a meme! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-24 21:51:56', 'category': 'humor', 'sentiment': 0.09, 'keyword_mentioned': 'meme', 'message_length': 34, 'department_ID': 'D6_Logistics', 'job_classification': 'Hourly'}
2025-09-24 21:51:56 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:52:01 | INFO | {'message': 'I just tried game! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-24 21:52:01', 'category': 'gaming', 'sentiment': 0.14, 'keyword_mentioned': 'game', 'message_length': 34, 'department_ID': 'D5_Operations', 'job_classification': 'associate'}
2025-09-24 21:52:01 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:52:06 | INFO | {'message': 'I just found recipe! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-24 21:52:06', 'category': 'food', 'sentiment': 0.71, 'keyword_mentioned': 'recipe', 'message_length': 36, 'department_ID': 'D5_Operations', 'job_classification': 'Level 1'}
2025-09-24 21:52:06 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:52:11 | INFO | {'message': 'I just found an app! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-24 21:52:11', 'category': 'other', 'sentiment': 0.59, 'keyword_mentioned': 'other', 'message_length': 34, 'department_ID': 'D3_Legal', 'job_classification': 'senior'}
2025-09-24 21:52:11 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:52:16 | INFO | {'message': 'I just shared game! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-24 21:52:16', 'category': 'gaming', 'sentiment': 0.34, 'keyword_mentioned': 'game', 'message_length': 36, 'department_ID': 'D5_Operations', 'job_classification': 'Level 1'}
2025-09-24 21:52:16 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:52:21 | INFO | {'message': 'I just found recipe! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-24 21:52:21', 'category': 'food', 'sentiment': 0.61, 'keyword_mentioned': 'recipe', 'message_length': 34, 'department_ID': 'D1_Finance', 'job_classification': 'Level 1'}
2025-09-24 21:52:21 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:52:26 | INFO | {'message': 'I just saw game! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-24 21:52:26', 'category': 'gaming', 'sentiment': 0.4, 'keyword_mentioned': 'game', 'message_length': 33, 'department_ID': 'D2_Mfg', 'job_classification': 'associate'}
2025-09-24 21:52:26 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:52:32 | INFO | {'message': 'I just shared a trick! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-24 21:52:32', 'category': 'other', 'sentiment': 0.18, 'keyword_mentioned': 'other', 'message_length': 38, 'department_ID': 'D6_Logistics', 'job_classification': 'senior'}
2025-09-24 21:52:32 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:52:37 | INFO | {'message': 'I just tried game! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-24 21:52:37', 'category': 'gaming', 'sentiment': 0.69, 'keyword_mentioned': 'game', 'message_length': 32, 'department_ID': 'D1_Finance', 'job_classification': 'senior'}
2025-09-24 21:52:37 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:52:42 | INFO | {'message': 'I just tried recipe! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-24 21:52:42', 'category': 'food', 'sentiment': 0.11, 'keyword_mentioned': 'recipe', 'message_length': 34, 'department_ID': 'D3_Legal', 'job_classification': 'Hourly'}
2025-09-24 21:52:42 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:52:47 | INFO | {'message': 'I just saw game! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-24 21:52:47', 'category': 'gaming', 'sentiment': 0.1, 'keyword_mentioned': 'game', 'message_length': 31, 'department_ID': 'D3_Legal', 'job_classification': 'Level 2'}
2025-09-24 21:52:47 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:52:52 | INFO | {'message': 'I just tried game! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-24 21:52:52', 'category': 'gaming', 'sentiment': 0.21, 'keyword_mentioned': 'game', 'message_length': 34, 'department_ID': 'D5_Operations', 'job_classification': 'senior'}
2025-09-24 21:52:52 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:52:57 | INFO | {'message': 'I just shared a trick! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 21:52:57', 'category': 'other', 'sentiment': 0.76, 'keyword_mentioned': 'other', 'message_length': 36, 'department_ID': 'D5_Operations', 'job_classification': 'lead'}
2025-09-24 21:52:57 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:53:02 | INFO | {'message': 'I just tried a meme! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-24 21:53:02', 'category': 'humor', 'sentiment': 0.42, 'keyword_mentioned': 'meme', 'message_length': 35, 'department_ID': 'D3_Legal', 'job_classification': 'senior'}
2025-09-24 21:53:02 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:53:07 | INFO | {'message': 'I just shared Python! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-24 21:53:07', 'category': 'tech', 'sentiment': 0.02, 'keyword_mentioned': 'Python', 'message_length': 38, 'department_ID': 'D3_Legal', 'job_classification': 'Level 1'}
2025-09-24 21:53:07 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:53:12 | INFO | {'message': 'I just shared a meme! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-24 21:53:12', 'category': 'humor', 'sentiment': 0.71, 'keyword_mentioned': 'meme', 'message_length': 35, 'department_ID': 'D2_Mfg', 'job_classification': 'lead'}
2025-09-24 21:53:12 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:53:17 | INFO | {'message': 'I just loved a movie! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-24 21:53:17', 'category': 'entertainment', 'sentiment': 0.82, 'keyword_mentioned': 'movie', 'message_length': 35, 'department_ID': 'D3_Legal', 'job_classification': 'Level 1'}
2025-09-24 21:53:17 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:53:22 | INFO | {'message': 'I just tried Python! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-24 21:53:22', 'category': 'tech', 'sentiment': 0.04, 'keyword_mentioned': 'Python', 'message_length': 35, 'department_ID': 'D2_Mfg', 'job_classification': 'Hourly'}
2025-09-24 21:53:22 | ERROR | [sqlite_emitter] failed to insert into PROJECT_ROOT/data/buzz.sqlite: table streamed_messages has no column named department_ID
2025-09-24 21:53:25 | WARNING | Producer interrupted by user.
2025-09-24 21:53:25 | INFO | Producer shutting down.
2025-09-24 21:54:31 | INFO | Logging to file: logs/project_log.log
2025-09-24 21:54:31 | INFO | Log sanitization enabled, personal info removed
2025-09-24 21:54:32 | INFO | Starting Producer to run continuously.
2025-09-24 21:54:32 | INFO | Use Ctrl+C to stop.
2025-09-24 21:54:32 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-24 21:54:32 | INFO | BUZZ_TOPIC: buzzline
2025-09-24 21:54:32 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-24 21:54:32 | INFO | BASE_DATA_DIR: PROJECT_ROOT/data
2025-09-24 21:54:32 | INFO | LIVE_DATA_PATH: PROJECT_ROOT/data/project_live.json
2025-09-24 21:54:32 | INFO | BASE_DATA_DIR: PROJECT_ROOT/data
2025-09-24 21:54:32 | INFO | SQLITE_PATH: PROJECT_ROOT/data/buzz.sqlite
2025-09-24 21:54:32 | INFO | Deleted existing live data file.
2025-09-24 21:54:32 | INFO | Kafka broker address: localhost:9092
2025-09-24 21:54:32 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'JjY4WKawQ-GFC8VniCM2Xw', 'controller_id': 1}
2025-09-24 21:54:34 | WARNING | WARNING: Kafka setup failed: NoBrokersAvailable
2025-09-24 21:54:34 | INFO | {'message': 'I just shared a trick! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-24 21:54:34', 'category': 'other', 'sentiment': 0.07, 'keyword_mentioned': 'other', 'message_length': 36, 'department_ID': 'D2_Mfg', 'job_classification': 'Level 1'}
2025-09-24 21:54:39 | INFO | {'message': 'I just shared recipe! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-24 21:54:39', 'category': 'food', 'sentiment': 0.24, 'keyword_mentioned': 'recipe', 'message_length': 38, 'department_ID': 'D2_Mfg', 'job_classification': 'senior'}
2025-09-24 21:54:42 | INFO | Logging to file: logs/project_log.log
2025-09-24 21:54:42 | INFO | Log sanitization enabled, personal info removed
2025-09-24 21:54:42 | INFO | Starting DuckDB db testing.
2025-09-24 21:54:42 | INFO | Using DuckDB file at: data/buzz.duckdb
2025-09-24 21:54:42 | INFO | Calling DuckDB init_db() with {db_path=}.
2025-09-24 21:54:42 | INFO | SUCCESS: Connected to DuckDB.
2025-09-24 21:54:42 | INFO | SUCCESS: Table 'streamed_messages' ready at data/buzz.duckdb.
2025-09-24 21:54:42 | INFO | Calling DuckDB insert_message() with:
2025-09-24 21:54:42 | INFO | message={'message': 'I just shared a meme! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-01-29 14:35:20', 'category': 'humor', 'sentiment': 0.87, 'keyword_mentioned': 'meme', 'message_length': 42}
2025-09-24 21:54:42 | INFO | db_path=WindowsPath('data/buzz.duckdb')
2025-09-24 21:54:42 | ERROR | ERROR: Failed to insert message into DuckDB: 'department_ID'
2025-09-24 21:54:42 | WARNING | Test row not found; nothing to delete.
2025-09-24 21:54:42 | INFO | Finished DuckDB db testing.
2025-09-24 21:54:44 | INFO | {'message': 'I just saw recipe! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-24 21:54:44', 'category': 'food', 'sentiment': 0.55, 'keyword_mentioned': 'recipe', 'message_length': 35, 'department_ID': 'D2_Mfg', 'job_classification': 'lead'}
2025-09-24 21:54:49 | INFO | {'message': 'I just saw game! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-24 21:54:49', 'category': 'gaming', 'sentiment': 0.41, 'keyword_mentioned': 'game', 'message_length': 31, 'department_ID': 'D4_HR', 'job_classification': 'Level 2'}
2025-09-24 21:54:54 | INFO | {'message': 'I just loved a story! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 21:54:54', 'category': 'other', 'sentiment': 0.15, 'keyword_mentioned': 'other', 'message_length': 35, 'department_ID': 'D2_Mfg', 'job_classification': 'Hourly'}
2025-09-24 21:54:59 | INFO | {'message': 'I just found a trick! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-24 21:54:59', 'category': 'other', 'sentiment': 0.86, 'keyword_mentioned': 'other', 'message_length': 35, 'department_ID': 'D1_Finance', 'job_classification': 'Level 1'}
2025-09-24 21:55:04 | INFO | {'message': 'I just tried recipe! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-24 21:55:04', 'category': 'food', 'sentiment': 0.39, 'keyword_mentioned': 'recipe', 'message_length': 35, 'department_ID': 'D5_Operations', 'job_classification': 'Level 1'}
2025-09-24 21:55:09 | INFO | {'message': 'I just found a movie! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-24 21:55:09', 'category': 'entertainment', 'sentiment': 0.4, 'keyword_mentioned': 'movie', 'message_length': 37, 'department_ID': 'D4_HR', 'job_classification': 'Level 2'}
2025-09-24 21:55:14 | INFO | {'message': 'I just shared a trick! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-24 21:55:14', 'category': 'other', 'sentiment': 0.81, 'keyword_mentioned': 'other', 'message_length': 36, 'department_ID': 'D4_HR', 'job_classification': 'associate'}
2025-09-24 21:55:19 | INFO | {'message': 'I just shared a meme! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-24 21:55:19', 'category': 'humor', 'sentiment': 0.06, 'keyword_mentioned': 'meme', 'message_length': 35, 'department_ID': 'D4_HR', 'job_classification': 'Level 1'}
2025-09-24 21:55:24 | INFO | {'message': 'I just shared a movie! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-24 21:55:24', 'category': 'entertainment', 'sentiment': 0.61, 'keyword_mentioned': 'movie', 'message_length': 36, 'department_ID': 'D3_Legal', 'job_classification': 'Level 2'}
2025-09-24 21:55:29 | INFO | {'message': 'I just shared an app! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-24 21:55:29', 'category': 'other', 'sentiment': 0.43, 'keyword_mentioned': 'other', 'message_length': 35, 'department_ID': 'D4_HR', 'job_classification': 'Hourly'}
2025-09-24 21:55:34 | INFO | {'message': 'I just loved an app! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-24 21:55:34', 'category': 'other', 'sentiment': 0.85, 'keyword_mentioned': 'other', 'message_length': 35, 'department_ID': 'D6_Logistics', 'job_classification': 'lead'}
